AÑO DOCUMENTO,MES,subtipo,Numero documento,FECHA,ID_NIT,ID_NOMBRE_CLIENTE,SUB_PED,PEDIDO,VALOR NETO,por_iva,IVA,VALOR CON IVA,% ICA,RETENCION  ICA,Cod Ica,%RETENCION,COD RETENCION,RETEFUENTE,VAL TOTAL,ORDEN DE COMPRA,OBSERVACION,est Dian,Usuario,vendedor,VENDEDOR2,MES_SERVICIO,ANIO_SERVICIO,fecha_servicio,fecha_facturacion,diff_factura_servicio
2024,1,10,FE13568       ,15/01/2024,47,CLIENTE_25,5,2107.0,2084323.0,0,0.0,2084323.0,293.94,8629.16,100018,71,16 ,20843.23,2054850.61,0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA CON CORTE 19 DE DIC AL 31 DE DIC 2023,1,sncastaneda,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13571       ,15/01/2024,48,CLIENTE 26,5,2108.0,6747565.0,0,0.0,6747565.0,41.4,27934.92,100018,10,16 ,67475.65,6652154.43,0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESENTADOS EN EL MES DE DIC 2023,1,sncastaneda,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13572       ,15/01/2024,48,CLIENTE 26,5,2109.0,6747565.0,0,0.0,6747565.0,57.96,27934.91,100018,14,16 ,67475.65,6652154.44,0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS EN EL MES DE DIC 2023,1,sncastaneda,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13573       ,15/01/2024,48,CLIENTE 26,5,2110.0,6747565.0,0,0.0,6747565.0,57.96,27934.91,100018,14,16 ,67475.65,6652154.44,0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA  PRESTADOS DEL MES DE DICIEMBRE  2023,1,sncastaneda,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13574       ,15/01/2024,17,CLIENTE_10,5,2111.0,197277677.0,0,0.0,197277677.0,20.7,816729.58,100018,5,16 ,1972776.77,194488170.7,0                                                                     ,MENSAJERIA NACIONAL PRESTADO DICIEMBRE CONTACTO MILLER STEFAN BAQUERO CENTRO DE CORRESPONDENCIA,1,jmanrique,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13575       ,15/01/2024,48,CLIENTE 26,5,2112.0,17622787.0,0,0.0,17622787.0,12.42,72958.34,100018,3,16 ,176227.87,17373600.79,0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS DEL MES DE ENERO 2024,1,sncastaneda,1,0,1.0,2024.0,2024-01,2024-01,0
2024,1,10,FE13576       ,16/01/2024,42,CLIENTE 23,0,0.0,12830142.0,0,0.0,12830142.0,0.0,0.0,0,0,0  ,0.0,12830142.0,0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADO DURANTE EL MES DE DICIEMBRE 2023,1,sncastaneda,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13577       ,16/01/2024,21,CLIENTE_12,0,0.0,3306943.0,0,0.0,3306943.0,4.14,13690.74,100018,1,16 ,33069.43,3260182.83,REF01606449                                                           ,SERVICIO DE MENSAJERIA NACIONAL PRESTADO EN DICIEMBRE 2023 SEGUN OC REF01606449 LINEA 3,1,jmanrique,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13578       ,16/01/2024,49,CLIENTE_26,0,0.0,55529.0,0,0.0,55529.0,0.0,0.0,0,0,0  ,0.0,55529.0,0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADO DURANTE EL MES DE DICIEMBRE  2023,1,sncastaneda,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13579       ,16/01/2024,49,CLIENTE_26,0,0.0,2649375.0,0,0.0,2649375.0,0.0,0.0,0,0,0  ,0.0,2649375.0,0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADO DURANTE EL MES DE DICIEMBRE  2023,1,sncastaneda,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13580       ,16/01/2024,49,CLIENTE_26,0,0.0,24255.0,0,0.0,24255.0,0.0,0.0,0,0,0  ,0.0,24255.0,0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADO DURANTE EL MES DE DICIEMBRE 2023,1,sncastaneda,1,0,12.0,2023.0,2023-12,2024-01,1
2024,1,10,FE13581       ,16/01/2024,49,CLIENTE_26,0,0.0,8258.0,0,0.0,8258.0,0.0,0.0,0,0,0  ,0.0,8258.0,0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADO DURANTE EL MES DE DICIEMBRE  2023,1,sncastaneda,1,0,12.0,2023.0,2023-12,2024-01,1
