AÑO DOCUMENTO,MES,subtipo,Numero documento,FECHA,ID_NIT,ID_NOMBRE_CLIENTE,SUB_PED,PEDIDO,VALOR NETO,por_iva,IVA,VALOR CON IVA,% ICA,RETENCION  ICA,Cod Ica,%RETENCION,COD RETENCION,RETEFUENTE,VAL TOTAL,ORDEN DE COMPRA,OBSERVACION,est Dian,Usuario,vendedor,VENDEDOR2
2024,01,010  ,FE13518       ,03/01/2024,17,CLIENTE_10,005  ,2058          ,3924996,0,0,3924996,"20,7","16249,48",100018,5,16 ,"39249,96","3869496,56",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS EN DICIEMBRE 2023 CONTACTO WILMAR MOYANO ,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13519       ,03/01/2024,17,CLIENTE_10,005  ,2059          ,624087,0,0,624087,"4,14","2583,72",100018,1,16 ,"6240,87","615262,41",0                                                                     ,MENSAJERIA NACIONAL CARGA LIVIANA PRESTADO EN EL CORTE OCTUBRE-NOVIEMBRE 2023,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13520       ,03/01/2024,18,CLIENTE 11,005  ,2060          ,4719503,19,"11915,66","4731418,66","8,28","19538,75",100018,2,16 ,"47195,03","4664684,88",0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA MENSAJERIA NACIONAL DE DICIEMBRE,1 ,jmanrique,02 ,0  
2024,01,010  ,FE13521       ,03/01/2024,19,CLIENTE_11,005  ,2061          ,414797,0,0,414797,"8,28","1717,26",100018,2,16 ,"4147,97","408931,77",0                                                                     ,SERVICIO DE TRANSPORTE NACIONAL DE CARGA LIVIANA MES DICIEMBRE 2023,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13522       ,03/01/2024,20,CLIENTE 12,005  ,2062          ,625824,0,0,625824,"4,14","2590,91",100018,1,16 ,"6258,24","616974,85",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADAS EN EL MES DE DICIEMBRE 2023,1 ,sncastaneda,05 ,0  
2024,01,010  ,FE13523       ,03/01/2024,21,CLIENTE_12,005  ,2063          ,64955,0,0,64955,"4,14","268,91",100018,0,16 ,0,"64686,09",COL0002799003                                                         , SERVICIO DE TRANSPORTE NACIONAL DE CARGA LIVIANA DEL MES DE NOVIEMBRE SEGUN OC COL0002799003 ,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13524       ,03/01/2024,20,CLIENTE 12,005  ,2064          ,51916,0,0,51916,"4,14","214,93",100018,0,16 ,0,"51701,07",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA  PRESTADOS DEL MES DE DICIEMBRE  2023,1 ,sncastaneda,05 ,0  
2024,01,010  ,FE13525       ,03/01/2024,20,CLIENTE 12,005  ,2065          ,47881,0,0,47881,"4,14","198,23",100018,0,16 ,0,"47682,77",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS DEL MES DE DICIEMBRE  2023,1 ,sncastaneda,05 ,0  
2024,01,010  ,FE13526       ,03/01/2024,22,CLIENTE 13,005  ,2066          ,41235725,0,0,41235725,"37,26","170715,9",100018,9,16 ,"412357,25","40652651,85",4800063237                                                            ,SERVICIOS DE MENSAJERIA NACIONAL CARGA LIVIANA OC 4800063237 EM 5001293503 ,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13527       ,03/01/2024,20,CLIENTE 12,005  ,2068          ,103368,0,0,103368,"4,14","427,94",100018,0,16 ,0,"102940,06",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS EN DICIEMBRE 2023 CALI,1 ,sncastaneda,05 ,0  
2024,01,010  ,FE13528       ,03/01/2024,20,CLIENTE 12,005  ,2069          ,34456,0,0,34456,"4,14","142,65",100018,0,16 ,0,"34313,35",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS EN DICIEMBRE 2023 MEDELLIN,1 ,sncastaneda,05 ,0  
2024,01,010  ,FE13529       ,03/01/2024,23,CLIENTE_13,005  ,2067          ,33877512,0,0,33877512,"16,56","140252,91",100018,4,16 ,"338775,12","33398483,97",4800063236                                                            ,SERVICIO DE TRANSPORTE NACIONAL CARGA LIVIANA DEL MES DE NOVIEMBRE SEGUN OC 4800063236 EM 5001293502,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13530       ,04/01/2024,24,CLIENTE 14,005  ,2070          ,72607768,0,0,72607768,"5054,94","300597,17",100018,1221,16 ,"726077,68","71581093,15",0                                                                     ,SERVICIO DE TRANSPORTE NACIONAL DE CARGA LIVIANA DEL MES DE DICIEMBRE 2023,1 ,jmanrique,02 ,0  
2024,01,010  ,FE13531       ,04/01/2024,24,CLIENTE 14,0    ,0             ,53354578,0,0,53354578,"4607,82","220888,16",100018,1113,16 ,"533545,78","52600144,06",0                                                                     ,SERVICIO DE TRANPORTE TERRESTRE DE CARGA LIVIANA PRESTADOS EN DICIEMBRE 2023,1 ,jmanrique,02 ,0  
2024,01,010  ,FE13532       ,04/01/2024,25,CLIENTE_14,005  ,2071          ,730107,0,0,730107,"12,42","3022,64",100018,3,16 ,"7301,07","719783,29",0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADO EN EL MES DE DICIEMBRE 2023,1 ,sncastaneda,02 ,0  
2024,01,010  ,FE13533       ,04/01/2024,10,CLIENTE 7,005  ,2072          ,24756128,0,0,24756128,"28,98","102490,37",100018,7,16 ,"247561,28","24406076,35",66048                                                                 ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS EN EL MES DE DICIEMBRE SEGUN OC 66048,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13534       ,04/01/2024,26,CLIENTE 15,005  ,2073          ,403222,0,0,403222,"4,14","1669,34",100018,1,16 ,"4032,22","397520,44",0                                                                     ,MENSAJERIA CARGA LIVIANA DURANTE NOV-DIC 2023 CONTRAT N °G-113-2020 CONTACTO FREDY CEBALLOS MONTOYA,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13535       ,04/01/2024,27,CLIENTE_15,005  ,2074          ,3462311,0,0,3462311,"12,42","14333,97",100018,3,16 ,"34623,11","3413353,92",0                                                                     ,MENSAJERIA NACIONAL CARGA LIVIANA PRESTADOS NOV-DIC CONTRATO N°SG-113-2020 CONTACTO LILIANA LASSO,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13536       ,04/01/2024,28,CLIENTE 16,005  ,2075          ,12259392,0,0,12259392,"16,56","50753,89",100018,4,16 ,"122593,92","12086044,19",1300002984                                                            ,TRANSPORTE DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADO EN DICIEMBRE SEGUN OC1300002984,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13537       ,05/01/2024,29,CLIENTE_16,005  ,2076          ,13488715,0,0,13488715,"12,42","55843,28",100018,3,16 ,"134887,15","13297984,57",4200234218                                                            ,SERVICIO MENSAJERIA NACIONAL CARGA LIVIANA PRESTADO EN DICIEMBRE SEUN OC 4200234218 UN GENERICOS,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13538       ,05/01/2024,29,CLIENTE_16,005  ,2077          ,1273372,0,0,1273372,"8,28","5271,76",100018,2,16 ,"12733,72","1255366,52",4200234218                                                            ,SERVICIO MENSAJERIA NACIONAL CARGA LIVIANA PRESTADO EN DICIEMBRE SEUN OC 4200234218 UN GENERICOS,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13539       ,05/01/2024,29,CLIENTE_16,005  ,2078          ,420456,0,0,420456,"8,28","1740,69",100018,2,16 ,"4204,56","414510,75",4200234218                                                            ,SERVICIO MENSAJERIA NACIONAL CARGA LIVIANA PRESTADO EN DICIEMBRE SEUN OC 4200234218 UN SPECILITY CAR,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13540       ,09/01/2024,30,CLIENTE 17,005  ,2079          ,39840660,0,0,39840660,"41,4","164940,33",100018,10,16 ,"398406,6","39277313,07",1001957024                                                            ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA DEL CORTE NOV-DIC SEHUN HES 1001957024,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13541       ,09/01/2024,6,CLIENTE 5,005  ,2080          ,189972,0,0,189972,"4,14","786,48",100018,1,16 ,"1899,72","187285,8",4363                                                                  ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA IMPUESTOS SEGUN OC 4363,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13542       ,09/01/2024,7,CLIENTE_5,005  ,2081          ,14421913,0,0,14421913,"16,56","59706,72",100018,4,16 ,"144219,13","14217987,15",48901                                                                 ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADO EN EL MES DE DICIEMBRE 2023 OC 48901,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13543       ,10/01/2024,31,CLIENTE_17,005  ,2082          ,4685880,0,0,4685880,"4,14","19399,54",100018,1,16 ,"46858,8","4619621,66",4902263411                                                            ,SERVICIO DE MENSAJERIA NACIONALPRESTADOS EN DICIEMBRE 2023 SEGUN OC4902263411 HAS 1018163419,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13544       ,10/01/2024,32,CLIENTE 18,005  ,2083          ,52746226,0,0,52746226,"28,98","218369,37",100018,7,16 ,"527462,26","52000394,37",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS EN EL MES DE DICIEMBRE 2023,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13545       ,10/01/2024,33,CLIENTE_18,005  ,2085          ,7194424,0,0,7194424,"2016,18","29784,7",100018,486,16 ,"71901,62","7092737,68",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADO EN EL MES DE DICIEMBRE 2023,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13546       ,10/01/2024,34,CLIENTE 19,005  ,2086          ,80554,0,0,80554,"4,14","333,49",100018,0,16 ,0,"80220,51",0                                                                     ,SERVICIO DE MENSAJERIANA NACIONAL CARGA LIVIANA PRESTADOS EN EL MES DE DICIEMBRE 2023,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13547       ,10/01/2024,35,CLIENTE_19,005  ,2087          ,469196,0,0,469196,"8,28","1942,47",100018,2,16 ,"4691,96","462561,57",0                                                                     ,SERVICIO DE TRANSPORTE NACIONAL DE CARGA LIVIANA DEL MES DE DICIEMBRE 2023,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13548       ,11/01/2024,26,CLIENTE 15,005  ,2088          ,23303785,0,0,23303785,"33,12","96477,67",100018,8,16 ,"233037,85","22974269,48",0                                                                     ,MENSAJERIA NACIONAL NOV-DIC 2023 CONTRATO N° SG-113-2020 CONTACTO LILIANA PEREZ SARMIENTO,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13549       ,11/01/2024,36,CLIENTE 20,005  ,2089          ,3299596,0,0,3299596,"12,42","13660,33",100018,3,16 ,"32995,96","3252939,71",0                                                                     ,MENSAJERIA NACIONAL NOV-DIC 2023 CONTRATO N° SG-113-2020 CONTACTO LILIANA PEREZ SARMIENTO,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13550       ,11/01/2024,37,CLIENTE_20,005  ,2090          ,6181,0,0,6181,"4,14","25,59",100018,0,16 ,0,"6155,41",0                                                                     ,MENSAJERIA NACIONAL NOV-DIC 2023 CONTRATO N° SG-113-2020 CONTACTO LILIANA PEREZ SARMIENTO,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13551       ,11/01/2024,38,CLIENTE 21,005  ,2091          ,227689,0,0,227689,"8,28","942,63",100018,2,16 ,"2276,89","224469,48",0                                                                     ,MENSAJERIA NACIONAL CARGA LIVIANA CONTRATO N°SG-113-2020 CONTACTO YANNIS TOLEDO,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13552       ,12/01/2024,11,CLIENTE_7,005  ,2092          ,6858034,0,0,6858034,"16,56","28392,26",100018,4,16 ,"68580,34","6761061,4",15047                                                                 ,SERVICIO DE TRANSPORTE NACIONAL DE CARGA LIVIANA DEL MES DE DICIEMBRE SEGUN  OC15047,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13553       ,12/01/2024,12,CLIENTE 8,005  ,2093          ,273749,0,0,273749,"8,28","1133,32",100018,2,16 ,"2737,49","269878,19",6045                                                                  ,SERVICIO DE TRANSPORTE NACIONAL DE CARGA LIVIANA DEL MES DE DICIEMBRE SEGUN OC 6045,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13554       ,12/01/2024,10,CLIENTE 7,005  ,2094          ,5543634,0,0,5543634,"24,84","22950,64",100018,6,16 ,"55436,34","5465247,02",66113                                                                 ,SERVICIO DE TRANSPORTE NACIONAL DE CARGA LIVIANA DEL MES DE DICIEMBRE SEGUN OC 66113,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13555       ,12/01/2024,39,CLIENTE_21,005  ,2095          ,3476613,0,0,3476613,"12,42","14393,17",100018,3,16 ,"34766,13","3427453,7",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS EN EL MES DE DICIEMBRE 2023,1 ,jmanrique,05 ,0  
2024,01,010  ,FE13556       ,12/01/2024,40,CLIENTE 22,005  ,2096          ,13998624,0,0,13998624,"8,28","57954,3",100018,2,16 ,"139986,24","13800683,46",0503524                                                               ,SERVICIO DE MENDAJERIA FIJA PRESTADO EN EL MES DE DICIEMBRE 2023 SEGUN OC 0503524,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13557       ,12/01/2024,40,CLIENTE 22,005  ,2097          ,3217203,0,0,3217203,"4,14","13319,22",100018,1,16 ,"32172,03","3171711,75",0503525                                                               ,SERVICIO DE MENDAJERIA FIJA PRESTADO EN EL MES DE DICIEMBRE 2023 SEGUN OC 0503525,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13558       ,12/01/2024,41,CLIENTE_22,005  ,2098          ,10700011,0,0,10700011,"20,7","44298,04",100018,5,16 ,"107000,11","10548712,85",4543080283                                                            ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRETADOS EN EL CORTE DEL 18 AL 31 DE DICIEMBRE 2023,1 ,jmanrique,02 ,0  
2024,01,010  ,FE13559       ,12/01/2024,42,CLIENTE 23,0    ,0             ,261719,0,0,261719,0,0,0,0,0  ,0,261719,0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADO DURANTE EL MES DE DICIEMBRE   2023,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13560       ,12/01/2024,43,CLIENTE_23,005  ,2100          ,34743379,0,0,34743379,"8,28","143837,59",100018,2,16 ,"347433,79","34252107,62",0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADOS EN EL CORTE NOV-DIC 2023,1 ,jmanrique,02 ,0  
2024,01,010  ,FE13561       ,12/01/2024,44,CLIENTE 24,005  ,2099          ,20381441,0,0,20381441,"24,84","84379,17",100018,6,16 ,"203814,41","20093247,42",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS EN EL MES DE DICIEMBRE 2023,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13562       ,12/01/2024,17,CLIENTE_10,005  ,2101          ,4027608,0,0,4027608,"8,28","16674,3",100018,2,16 ,"40276,08","3970657,62",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE DICIEMBRE-ENERO 2024 CONTACTO Luisa Fernanda Arcia Perdomo,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13563       ,12/01/2024,17,CLIENTE_10,005  ,2102          ,3815538,0,0,3815538,"8,28","15796,33",100018,2,16 ,"38155,38","3761586,29",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE DICIEMBRE-ENERO 2024 CONTACTO Luisa Fernanda Arcia Perdomo,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13564       ,12/01/2024,17,CLIENTE_10,005  ,2103          ,3261523,0,0,3261523,"8,28","13502,71",100018,2,16 ,"32615,23","3215405,06",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE DICIEMBRE-ENERO 2024 CONTACTO Luisa Fernanda Arcia Perdomo,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13565       ,15/01/2024,17,CLIENTE_10,005  ,2104          ,8229332,0,0,8229332,"20,7","34069,44",100018,5,16 ,"82293,32","8112969,24",0                                                                     ,SERVICIO DE TRANSPORTE CARGA LIVIANA PRESTADO EN EL MES DE DICIEMBRE 2023,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13566       ,15/01/2024,45,CLIENTE_24,005  ,2105          ,10976597,0,0,10976597,"8,28","45443,12",100018,2,16 ,"109765,97","10821387,91",0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADOS EN EL CORTE NOV- DIC 2023,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13567       ,15/01/2024,46,CLIENTE 25,005  ,2106          ,12604377,0,0,12604377,"33,12","52182,13",100018,8,16 ,"126043,77","12426151,1",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL PRESTADO EN EL CORTE DIC-ENE CONTACTO LUISA FERNANDA LERMA QUIMBAYO,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13568       ,15/01/2024,47,CLIENTE_25,005  ,2107          ,2084323,0,0,2084323,"293,94","8629,16",100018,71,16 ,"20843,23","2054850,61",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA CON CORTE 19 DE DIC AL 31 DE DIC 2023,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13569       ,15/01/2024,1,CLIENTE_1,0    ,0             ,3369826,0,0,3369826,"4,14","13951,08",100018,1,16 ,"33698,26","3322176,66",4824117                                                               ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADOS SEGUN OC 4824117,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13570       ,15/01/2024,1,CLIENTE_1,0    ,0             ,3369826,0,0,3369826,"4,14","13951,08",100018,1,16 ,"33698,26","3322176,66",4824136                                                               ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS SEGUN OC 4824136,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13571       ,15/01/2024,48,CLIENTE 26,005  ,2108          ,6747565,0,0,6747565,"41,4","27934,92",100018,10,16 ,"67475,65","6652154,43",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESENTADOS EN EL MES DE DIC 2023,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13572       ,15/01/2024,48,CLIENTE 26,005  ,2109          ,6747565,0,0,6747565,"57,96","27934,91",100018,14,16 ,"67475,65","6652154,44",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS EN EL MES DE DIC 2023,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13573       ,15/01/2024,48,CLIENTE 26,005  ,2110          ,6747565,0,0,6747565,"57,96","27934,91",100018,14,16 ,"67475,65","6652154,44",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA  PRESTADOS DEL MES DE DICIEMBRE  2023,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13574       ,15/01/2024,17,CLIENTE_10,005  ,2111          ,197277677,0,0,197277677,"20,7","816729,58",100018,5,16 ,"1972776,77","194488170,7",0                                                                     ,MENSAJERIA NACIONAL PRESTADO DICIEMBRE CONTACTO MILLER STEFAN BAQUERO CENTRO DE CORRESPONDENCIA,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13575       ,15/01/2024,48,CLIENTE 26,005  ,2112          ,17622787,0,0,17622787,"12,42","72958,34",100018,3,16 ,"176227,87","17373600,79",0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADOS DEL MES DE ENERO 2024,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13576       ,16/01/2024,42,CLIENTE 23,0    ,0             ,12830142,0,0,12830142,0,0,0,0,0  ,0,12830142,0                                                                     ,SERVICIO DE MENSAJERIA NACIONAL DE CARGA LIVIANA PRESTADO DURANTE EL MES DE DICIEMBRE 2023,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13577       ,16/01/2024,21,CLIENTE_12,0    ,0             ,3306943,0,0,3306943,"4,14","13690,74",100018,1,16 ,"33069,43","3260182,83",REF01606449                                                           ,SERVICIO DE MENSAJERIA NACIONAL PRESTADO EN DICIEMBRE 2023 SEGUN OC REF01606449 LINEA 3,1 ,jmanrique,01 ,0  
2024,01,010  ,FE13578       ,16/01/2024,49,CLIENTE_26,0    ,0             ,55529,0,0,55529,0,0,0,0,0  ,0,55529,0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADO DURANTE EL MES DE DICIEMBRE  2023,1 ,sncastaneda,01 ,0  
2024,01,010  ,FE13579       ,16/01/2024,49,CLIENTE_26,0    ,0             ,2649375,0,0,2649375,0,0,0,0,0  ,0,2649375,0                                                                     ,SERVICIO DE TRANSPORTE TERRESTRE DE CARGA LIVIANA PRESTADO DURANTE EL MES DE DICIEMBRE  2023,1 ,sncastaneda,01 ,0  
